name,pacal_case_name,movie_name,movie_url,movie_url_extension,pacal_case_movie_name,_merge,name_error,error,pacal_case_name_error
The Shipping News,theshippingnews,The Shipping News,https://www.dailyscript.com/scripts/Shipping-News_unproduced.htm,htm,theshippingnews,both,,,
The Siege,thesiege,The Siege,"https://www.dailyscript.com/scripts/Siege,%20The.txt",txt,thesiege,both,,,
The Sixth Sense,thesixthsense,The Sixth Sense,"https://www.dailyscript.com/scripts/Sixth%20Sense,%20The.txt",txt,thesixthsense,both,,,
The Social Network,thesocialnetwork,,,,,left_only,,,
The Sting,thesting,The Sting,"https://www.dailyscript.com/scripts/Sting,%20The.txt",txt,thesting,both,,,
The Stuntman,thestuntman,The Stunt Man,https://www.dailyscript.com/scripts/the-stuntman.pdf,pdf,thestuntman,both,,,
The Substance,thesubstance,,,,,left_only,,,
The Surfer King,thesurferking,,,,,left_only,,,
The Sweet Hereafter,thesweethereafter,The Sweet Hereafter,https://www.dailyscript.com/scripts/sweethereafter.html,html,thesweethereafter,both,,,
The Taking of Pelham One Two Three,thetakingofpelhamonetwothree,,,,,left_only,,,
The Talented Mr. Ripley,thetalentedmrripley,The Talented Mr. Ripley,https://www.dailyscript.com/scripts/mr-ripley_shooting.html,html,thetalentedmrripley,both,,,
The Teachers' Lounge,theteacherslounge,,,,,left_only,,,
The Theory of Everything,thetheoryofeverything,The Theory of Everything,https://www.dailyscript.com/scripts/the-theory-of-everything-screenplay.pdf,pdf,thetheoryofeverything,both,,,
The Thing,thething,The Thing,"https://www.dailyscript.com/scripts/Thing,+The.txt",txt,thething,both,,,
The Things My Father Never Taught Me,thethingsmyfathernevertaughtme,,,,,left_only,,,
The Three Musketeers,thethreemusketeers,The Three Musketeers,https://www.dailyscript.com/scripts/three_musketeers.pdf,pdf,thethreemusketeers,both,,,
The Time Machine,thetimemachine,The Time Machine,https://www.dailyscript.com/scripts/TheTimeMachine.html,html,thetimemachine,both,,,
The Tourist,thetourist,,,,,left_only,,,
The Town,thetown,,,,,left_only,,,
The Truman Show,thetrumanshow,The Truman Show,https://www.dailyscript.com/scripts/the-truman-show_early.html,html,thetrumanshow,both,,,
The Ugly Truth,theuglytruth,,,,,left_only,,,
The Usual Suspects,theusualsuspects,The Usual Suspects,"https://www.dailyscript.com/scripts/Usual%20Suspects,%20The.txt",txt,theusualsuspects,both,,,
The Verdict,theverdict,The Verdict,https://www.dailyscript.com/scripts/the-verdict-script.html,html,theverdict,both,,,
The Village,thevillage,,,,,left_only,,,
The Visitor,thevisitor,,,,,left_only,,,
The Way Back,thewayback,,,,,left_only,,,
The Whistleblower,thewhistleblower,,,,,left_only,,,
The White Ribbon,thewhiteribbon,,,,,left_only,,,
The Wild Bunch,thewildbunch,The Wild Bunch,https://www.dailyscript.com/scripts/The_Wild_Bunch.pdf,pdf,thewildbunch,both,,,
The Wizard of Oz,thewizardofoz,,,,,left_only,,,
The Wolf of Wall Street,thewolfofwallstreet,,,,,left_only,,,
The Woodsman,thewoodsman,The Woodsman,https://www.dailyscript.com/scripts/thewoodsman.html,html,thewoodsman,both,,,
The World is not Enough,theworldisnotenough,,,,,left_only,,,
The Wrestler,thewrestler,,,,,left_only,,,
The X-Files: Fight the Future,thexfilesfightthefuture,,,,,left_only,,,
They,they,,,,,left_only,,,
The Zone of Interest,thezoneofinterest,,,,,left_only,,,
Thirteen Days,thirteendays,Thirteen Days,https://www.dailyscript.com/scripts/13_days.html,html,thirteendays,both,,,
This Boy's Life,thisboyslife,This Boy's Life,https://www.dailyscript.com/scripts/This_Boys_Life.pdf,pdf,thisboyslife,both,,,
This is 40,thisis40,,,,,left_only,This is 40,HTML len = 0 : no content scrapped,thisis40
Thor,thor,,,,,left_only,,,
Thor Ragnarok,thorragnarok,,,,,left_only,,,
Three Kings,threekings,Three Kings,https://www.dailyscript.com/scripts/three-kings_shooting.html,html,threekings,both,,,
Three Kings (Spoils of War),threekings(spoilsofwar),Three Kings (Spoils of War),https://www.dailyscript.com/scripts/three-kings_unproduced.html,html,threekings(spoilsofwar),both,,,
Three Men and a Baby,threemenandababy,Three Men and a Baby,https://www.dailyscript.com/scripts/Three_Men_and_a_Baby.pdf,pdf,threemenandababy,both,,,
Thunderbirds,thunderbirds,,,,,left_only,,,
Thunderheart,thunderheart,Thunderheart,https://www.dailyscript.com/scripts/Thunderheart.txt,txt,thunderheart,both,,,
Ticker,ticker,Ticker,https://www.dailyscript.com/scripts/ticker.html,html,ticker,both,,,
Timber Falls,timberfalls,,,,,left_only,,,
Tin Cup,tincup,Tin Cup,https://www.dailyscript.com/scripts/Tin_Cup.pdf,pdf,tincup,both,,,
Tinker Tailor Soldier Spy,tinkertailorsoldierspy,,,,,left_only,,,
Tin Men,tinmen,Tin Men,https://www.dailyscript.com/scripts/Tin_Men.pdf,pdf,tinmen,both,,,
Titanic,titanic,Titanic,https://www.dailyscript.com/scripts/Titanic.txt,txt,titanic,both,,,
TMNT,tmnt,,,,,left_only,,,
Tombstone,tombstone,Tombstone,https://www.dailyscript.com/scripts/tomb_stone.html,html,tombstone,both,,,
Tomorrow Never Dies,tomorrowneverdies,,,,,left_only,,,
Top Gun,topgun,Top Gun,https://www.dailyscript.com/scripts/TopGun.html,html,topgun,both,,,
To Sleep with Anger,tosleepwithanger,To Sleep With Anger,https://www.dailyscript.com/scripts/tosleepwithanger.html,html,tosleepwithanger,both,,,
Total Recall,totalrecall,,,,,left_only,,,
Toy Story,toystory,Toy Story,https://www.dailyscript.com/scripts/toy_story.html,html,toystory,both,,,
Traffic,traffic,Traffic,https://www.dailyscript.com/scripts/traffic.html,html,traffic,both,,,
Training Day,trainingday,Training Day,https://www.dailyscript.com/scripts/Training_Day.pdf,pdf,trainingday,both,,,
Trainspotting,trainspotting,Trainspotting,https://www.dailyscript.com/scripts/trainspotting.html,html,trainspotting,both,,,
Transformers: The Movie,transformersthemovie,Transformers: The Movie,https://www.dailyscript.com/scripts/transformers.html,html,transformersthemovie,both,,,
Trap Livin',traplivin,,,,,left_only,,,
Tremors,tremors,Tremors,https://www.dailyscript.com/scripts/Tremors.htm,htm,tremors,both,,,
Tristan and Isolde,tristanandisolde,,,,,left_only,,,
TRON,tron,TRON,https://www.dailyscript.com/scripts/tron.html,html,tron,both,,,
TRON: Legacy,tronlegacy,,,,,left_only,,,
Tropic Thunder,tropicthunder,,,,,left_only,,,
Troy,troy,Troy,https://www.dailyscript.com/scripts/Tabb'sTROY-Final.pdf,pdf,troy,both,Troy,"Webstatus : 404
",troy
True Grit,truegrit,,,,,left_only,,,
True Lies,truelies,,,,,left_only,,,
True Romance,trueromance,True Romance,https://www.dailyscript.com/scripts/true_romance.html,html,trueromance,both,,,
Tucker and Dale vs Evil,tuckeranddalevsevil,,,,,left_only,,,
Twilight,twilight,,,,,left_only,,,
Twilight: New Moon,twilightnewmoon,,,,,left_only,,,
Twin Peaks,twinpeaks,,,,,left_only,,,
Twins,twins,Twins,https://www.dailyscript.com/scripts/Twins.PDF,pdf,twins,both,,,
Twister,twister,,,,,left_only,,,
Two For The Money,twoforthemoney,Two For The Money,https://www.dailyscript.com/scripts/TwoForTheMoney.doc,doc,twoforthemoney,both,,,
Unbreakable,unbreakable,Unbreakable,https://www.dailyscript.com/scripts/unbreakable.html,html,unbreakable,both,,,
Under Fire,underfire,Under Fire,https://www.dailyscript.com/scripts/Under%20Fire%20(1983).txt,txt,underfire,both,,,
Unforgiven,unforgiven,Unforgiven,https://www.dailyscript.com/scripts/unforgiven.html,html,unforgiven,both,Unforgiven,"Webstatus : 404
",unforgiven
Unknown,unknown,,,,,left_only,,,
Un Singe en Hiver,unsingeenhiver,,,,,left_only,,,
Up,up,,,,,left_only,,,
Up in the Air,upintheair,,,,,left_only,,,
U Turn,uturn,U Turn,https://www.dailyscript.com/scripts/u-turn_shooting.html,html,uturn,both,,,
Valentine's Day,valentinesday,,,,,left_only,Valentine's Day,"Webstatus : 404
",valentinesday
Valkyrie,valkyrie,,,,,left_only,,,
Vanilla Sky,vanillasky,,,,,left_only,,,
Vertigo,vertigo,Vertigo,https://www.dailyscript.com/scripts/vertigo.html,html,vertigo,both,Vertigo,HTML len = 0 : no content scrapped,vertigo
Very Bad Things,verybadthings,Very Bad Things,https://www.dailyscript.com/scripts/Very+Bad+Things.txt,txt,verybadthings,both,,,
V for Vendetta,vforvendetta,,,,,left_only,,,
Virtuosity,virtuosity,Virtuosity,https://www.dailyscript.com/scripts/virtuosity.html,html,virtuosity,both,,,
Wag the Dog,wagthedog,Wag the Dog,https://www.dailyscript.com/scripts/wag-the-dog_production.html,html,wagthedog,both,,,
Walking Tall,walkingtall,,,,,left_only,,,
"Walk to Remember, A",walktoremembera,,,,,left_only,,,
Wall-E,walle,,,,,left_only,,,
Wall Street,wallstreet,Wall Street,https://www.dailyscript.com/scripts/wall_street.html,html,wallstreet,both,,,
Wall Street: Money Never Sleeps,wallstreetmoneyneversleeps,,,,,left_only,,,
Wanted,wanted,,,,,left_only,,,
War for the Planet of the Apes,warfortheplanetoftheapes,,,,,left_only,,,
War Horse,warhorse,,,,,left_only,,,
Warm Springs,warmsprings,Warm Springs,https://www.dailyscript.com/scripts/Warm%20Springs.txt,txt,warmsprings,both,,,
War of the Worlds,waroftheworlds,,,,,left_only,,,
Warrior,warrior,,,,,left_only,,,
Watchmen,watchmen,,,,,left_only,,,
Water for Elephants,waterforelephants,,,,,left_only,,,
We Own the Night,weownthenight,,,,,left_only,,,
What About Bob?,whataboutbob,What About Bob?,https://www.dailyscript.com/scripts/What%20About%20Bob.txt,txt,whataboutbob,both,What About Bob?,"Webstatus : 404
",whataboutbob
What Lies Beneath,whatliesbeneath,What Lies Beneath,https://www.dailyscript.com/scripts/What+Lies+Beneath.txt,txt,whatliesbeneath,both,,,
When a Stranger Calls,whenastrangercalls,When A Stranger Calls,https://www.dailyscript.com/scripts/When%20A%20Stranger%20Calls.txt,txt,whenastrangercalls,both,,,
When Harry Met Sally,whenharrymetsally,When Harry Met Sally,https://www.dailyscript.com/scripts/whenharrymesally.pdf,pdf,whenharrymetsally,both,When Harry Met Sally,HTML len = 0 : no content scrapped,whenharrymetsally
While She Was Out,whileshewasout,,,,,left_only,,,
Whiplash,whiplash,Whiplash,https://www.dailyscript.com/scripts/whiplash_screenplay.pdf,pdf,whiplash,both,,,
White Christmas,whitechristmas,White Christmas,https://www.dailyscript.com/scripts/White%20Christmas.txt,txt,whitechristmas,both,,,
White Jazz,whitejazz,,,,,left_only,,,
Whiteout,whiteout,,,,,left_only,,,
White Squall,whitesquall,,,,,left_only,,,
Who Framed Roger Rabbit?,whoframedrogerrabbit,,,,,left_only,Who Framed Roger Rabbit?,"Webstatus : 404
",whoframedrogerrabbit
Who's Your Daddy,whosyourdaddy,,,,,left_only,,,
Wicked,wicked,,,,,left_only,,,
Wild At Heart,wildatheart,Wild At Heart,https://www.dailyscript.com/scripts/wild_at_heart.html,html,wildatheart,both,,,
Wild Hogs,wildhogs,,,,,left_only,,,
Wild Things,wildthings,Wild Things,https://www.dailyscript.com/scripts/wild-things_production.html,html,wildthings,both,,,
Wild Things: Diamonds in the Rough,wildthingsdiamondsintherough,,,,,left_only,,,
Wild Wild West,wildwildwest,"Wild, Wild West",https://www.dailyscript.com/scripts/Wild_Wild_West.pdf,pdf,wildwildwest,both,,,
Willow,willow,Willow,https://www.dailyscript.com/scripts/willow.html,html,willow,both,,,
Wind Chill,windchill,Wind Chill,https://www.dailyscript.com/scripts/WC_0223_YellowRevs1.pdf,pdf,windchill,both,,,
Win Win,winwin,,,,,left_only,,,
Withnail and I,withnailandi,Withnail and I,https://www.dailyscript.com/scripts/withnail.html,html,withnailandi,both,,,
Witness,witness,Witness,https://www.dailyscript.com/scripts/witness.html,html,witness,both,,,
Wonder Boys,wonderboys,Wonder Boys,https://www.dailyscript.com/scripts/thewonderboys.html,html,wonderboys,both,,,
Wonder Woman,wonderwoman,,,,,left_only,,,
Wonka,wonka,,,,,left_only,,,
X-Men,xmen,X-Men,https://www.dailyscript.com/scripts/x-men_walker3.html,html,xmen,both,,,
X-Men Origins: Wolverine,xmenoriginswolverine,,,,,left_only,,,
xXx,xxx,xXx,https://www.dailyscript.com/scripts/xXx.txt,txt,xxx,both,,,
Year One,yearone,,,,,left_only,,,
Yes Man,yesman,,,,,left_only,,,
You Can Count On Me,youcancountonme,You Can Count On Me,https://www.dailyscript.com/scripts/You%20Can%20Count%20On%20Me.txt,txt,youcancountonme,both,,,
Youth in Revolt,youthinrevolt,Youth In Revolt,https://www.dailyscript.com/scripts/Youth-In-Revolt.pdf,pdf,youthinrevolt,both,,,
You've Got Mail,youvegotmail,You've Got Mail,https://www.dailyscript.com/scripts/Youve_got_mail.html,html,youvegotmail,both,,,
Zebra Girl,zebragirl,,,,,left_only,,,
Zero Dark Thirty,zerodarkthirty,,,,,left_only,,,
Zerophilia,zerophilia,,,,,left_only,,,
Zootopia,zootopia,Zootopia,https://www.dailyscript.com/scripts/zootopia.pdf,pdf,zootopia,both,,,
,,"10,000 B. C. ","https://www.dailyscript.com/scripts/10,000BC.pdf",pdf,10000bc,right_only,,,
,,12 Angry Men,https://www.dailyscript.com/scripts/12AngryMen.pdf,pdf,12angrymen,right_only,,,
,,13 Days,https://www.dailyscript.com/scripts/13_days.html,html,13days,right_only,,,
,,13 Ghosts,https://www.dailyscript.com/scripts/thirteen_ghosts.pdf,pdf,13ghosts,right_only,,,
,,16 Blocks,https://www.dailyscript.com/scripts/16_Blocks_by_Richard_Wenk.pdf,pdf,16blocks,right_only,,,
,,20th Century Woman,https://www.dailyscript.com/scripts/20TH_CENTURY_WOMEN.pdf,pdf,20thcenturywoman,right_only,,,
,,3 Kings,https://www.dailyscript.com/scripts/three-kings_shooting.html,html,3kings,right_only,,,
,,3 Kings (Spoils of War),https://www.dailyscript.com/scripts/three-kings_unproduced.html,html,3kings(spoilsofwar),right_only,,,
,,40 Year Old Virgin,https://www.dailyscript.com/scripts/40_year_old_virgin.pdf,pdf,40yearoldvirgin,right_only,,,
,,48 Hours,https://www.dailyscript.com/scripts/48hours.html,html,48hours,right_only,,,
,,531,https://www.dailyscript.com/scripts/531.doc,doc,531,right_only,,,
,,84 Charlie MoPic,https://www.dailyscript.com/scripts/84%20Charlie%20MoPic.txt,txt,84charliemopic,right_only,,,
,,8 Mile (aka Untitled Detroit Project),https://www.dailyscript.com/scripts/8MILE.pdf,pdf,8mile(akauntitleddetroitproject),right_only,,,
,,8 Millimeter,https://www.dailyscript.com/scripts/eight-millimeter.html,html,8millimeter,right_only,,,
,,A Christmas Story,https://www.dailyscript.com/scripts/AChristmasStory.pdf,pdf,achristmasstory,right_only,,,
,,A Clockwork Orange,https://www.dailyscript.com/scripts/A+Clockwork+Orange.pdf,pdf,aclockworkorange,right_only,,,
,,A Dry White Season,https://www.dailyscript.com/scripts/Dry_White_Season.pdf,pdf,adrywhiteseason,right_only,,,
,,Adventureland,https://www.dailyscript.com/scripts/Adventureland.pdf,pdf,adventureland,right_only,,,
,,A Good Year,https://www.dailyscript.com/scripts/A-GOOD-YEAR.pdf,pdf,agoodyear,right_only,,,
,,A Hard Day's Night,"https://www.dailyscript.com/scripts/Hard+Day's+Night,+A.txt",txt,aharddaysnight,right_only,,,
,,A Last Kiss (filmed as The Last Kiss),https://www.dailyscript.com/scripts/A-Last-Kiss-script.pdf,pdf,alastkiss(filmedasthelastkiss),right_only,,,
,,Alfie,https://www.dailyscript.com/scripts/Alfie.pdf,pdf,alfie,right_only,,,
,,American Bullshit (filmed as American Hustle),https://www.dailyscript.com/scripts/American_BullShit.pdf,pdf,americanbullshit(filmedasamericanhustle),right_only,,,
,,An Affair to Remember,https://www.dailyscript.com/scripts/an_affair_to_remember.pdf,pdf,anaffairtoremember,right_only,,,
,,Analyse That,https://www.dailyscript.com/scripts/Analyze_That.pdf,pdf,analysethat,right_only,,,
,,Analyse This,https://www.dailyscript.com/scripts/Analyze_This.pdf,pdf,analysethis,right_only,,,
,,An American Werewolf In London,"https://www.dailyscript.com/scripts/American%20Werewolf%20In%20London,%20An.txt",txt,anamericanwerewolfinlondon,right_only,,,
,,An American Werewolf In Paris,"https://www.dailyscript.com/scripts/American+Werewolf+In+Paris,+An.txt",txt,anamericanwerewolfinparis,right_only,,,
,,Anatomy of a Murder,https://www.dailyscript.com/scripts/anatomy_of_a_murder.pdf,pdf,anatomyofamurder,right_only,,,
,,A Nightmare on Elm Street,https://www.dailyscript.com/scripts/nightmare-on-elm-street.html,html,anightmareonelmstreet,right_only,,,
,,An Officer and a Gentleman,https://www.dailyscript.com/scripts/officerandgentleman.pdf,pdf,anofficerandagentleman,right_only,,,
,,Any Given Sunday,https://www.dailyscript.com/scripts/any_given_sunday.pdf,pdf,anygivensunday,right_only,,,
,,Apache Drums,https://www.dailyscript.com/scripts/apachedrums.pdf,pdf,apachedrums,right_only,,,
,,A Perfect World,https://www.dailyscript.com/scripts/A_Perfect_World.pdf,pdf,aperfectworld,right_only,,,
,,Apocalypse Now: Redux,https://www.dailyscript.com/scripts/apocalypsenowredux.html,html,apocalypsenowredux,right_only,,,
,,Arac Attack (Released as Eight Legged Freaks),https://www.dailyscript.com/scripts/arac_attack.pdf,pdf,aracattack(releasedaseightleggedfreaks),right_only,,,
,,Armstrong (filmed as First Man),https://www.dailyscript.com/scripts/first-man-2018.pdf,pdf,armstrong(filmedasfirstman),right_only,,,
,,Arrival,https://www.dailyscript.com/scripts/arrival.pdf,pdf,arrival,right_only,,,
,,Asylum (Batman Vs Superman),https://www.dailyscript.com/scripts/asylum.pdf,pdf,asylum(batmanvssuperman),right_only,,,
,,A Thousand Acres,https://www.dailyscript.com/scripts/A-Thousand-Acres.pdf,pdf,athousandacres,right_only,,,
,,Austin Powers 2: The Spy Who Shagged Me,https://www.dailyscript.com/scripts/Austin%20Powers%20-%20The%20Spy%20Who%20Shagged%20Me.txt,txt,austinpowers2thespywhoshaggedme,right_only,,,
,,A Walk to Remember,https://www.dailyscript.com/scripts/A_Walk_to_Remember.pdf,pdf,awalktoremember,right_only,,,
,,Batman 2 (Unproduced),https://www.dailyscript.com/scripts/batman-returns_unproduced.html,html,batman2(unproduced),right_only,,,
,,Beautiful Girls,https://www.dailyscript.com/scripts/beautifulgirls.pdf,pdf,beautifulgirls,right_only,,,
,,Beauty Shop,https://www.dailyscript.com/scripts/Beauty_Shop_by_Kate_Lanier.pdf,pdf,beautyshop,right_only,,,
,,Bedlam,https://www.dailyscript.com/scripts/chamberofhorrors.html,html,bedlam,right_only,,,
,,Beetle Juice,https://www.dailyscript.com/scripts/beetlejuice_mcdowell.html,html,beetlejuice,right_only,,,
,,Before Sunset,https://www.dailyscript.com/scripts/before-sunset.pdf,pdf,beforesunset,right_only,,,
,,Below,https://www.dailyscript.com/scripts/Below%20_%20Twohy%20_%2011-6-00.htm,htm,below,right_only,,,
,,Beowulf & Grendal,https://www.dailyscript.com/scripts/BeowulfGrendel-script.pdf,pdf,beowulf&grendal,right_only,,,
,,Big Trouble in Little China II,https://www.dailyscript.com/scripts/Big_Trouble_in_Little_China_II.pdf,pdf,bigtroubleinlittlechina2,right_only,,,
,,Birth of a Nation,https://www.dailyscript.com/scripts/Birth-of-a-Nation.pdf,pdf,birthofanation,right_only,,,
,,Blair Witch II,https://www.dailyscript.com/scripts/blair-witch-2.html,html,blairwitch2,right_only,,,
,,Blood Diamond,https://www.dailyscript.com/scripts/Blood%20Diamond_July_27_2005_draft).pdf,pdf,blooddiamond,right_only,,,
,,Blood Relations The Sun Wars (filmed as The Hills Have Eyes),https://www.dailyscript.com/scripts/The-Hills-Have-Eyes.pdf,pdf,bloodrelationsthesunwars(filmedasthehillshaveeyes),right_only,,,
,,Blood Work,https://www.dailyscript.com/scripts/blood_work.pdf,pdf,bloodwork,right_only,,,
,,Blue Hotel,https://www.dailyscript.com/scripts/Blue%20Hotel%20(Unproduced).txt,txt,bluehotel,right_only,,,
,,Born on the Fourth of July (part 1),https://www.dailyscript.com/scripts/bornontheforthofjuly1.pdf,pdf,bornonthefourthofjuly(part1),right_only,,,
,,Born on the Fourth of July (part 2),https://www.dailyscript.com/scripts/bornontheforthofjuly2.pdf,pdf,bornonthefourthofjuly(part2),right_only,,,
,,Boy Who Never Slept,https://www.dailyscript.com/scripts/Boy+Who+Never+Slept.txt,txt,boywhoneverslept,right_only,,,
,,Breach (written as Hanssen),https://www.dailyscript.com/scripts/Hanssen-pt1.pdf,pdf,breach(writtenashanssen),right_only,,,
,,Breakfast At Tiffany's,https://www.dailyscript.com/scripts/BreakfastatTiffany's.pdf,pdf,breakfastattiffanys,right_only,,,
,,Bringing Up Baby,https://www.dailyscript.com/scripts/BringingUpBabyScript.pdf,pdf,bringingupbaby,right_only,,,
,,Brooklyn,https://www.dailyscript.com/scripts/Brooklyn.pdf,pdf,brooklyn,right_only,,,
,,Butch Cassidy and The Sundance Kid,https://www.dailyscript.com/scripts/Butch_Cassidy_and_the_Sundance_Kid.pdf,pdf,butchcassidyandthesundancekid,right_only,,,
,,Call Me By Your Name,https://www.dailyscript.com/scripts/callmebyyourname_screenplay.pdf,pdf,callmebyyourname,right_only,,,
,,Call Northside 777 (part 1),https://www.dailyscript.com/scripts/call_northside_777-1.pdf,pdf,callnorthside777(part1),right_only,,,
,,Call Northside 777 (part 2),https://www.dailyscript.com/scripts/call_northside_777-2.pdf,pdf,callnorthside777(part2),right_only,,,
,,Calvary,https://www.dailyscript.com/scripts/FSP3826_CALVARY_SCRIPT_BOOK_C6.pdf,pdf,calvary,right_only,,,
,,Captain Phillips (was Maersk Alabama),https://www.dailyscript.com/scripts/CAPTAIN%20PHILLIPS%20(aka%20MAERSK%20ALABAMA)%20by%20Billy%20Ray%20(2010.12.09)%20(Digital).pdf,pdf,captainphillips(wasmaerskalabama),right_only,,,
,,Carnivore,https://www.dailyscript.com/scripts/Carnivore%20(Unproduced).txt,txt,carnivore,right_only,,,
,,Carol,https://www.dailyscript.com/scripts/Screenplay-Carol.pdf,pdf,carol,right_only,,,
,,Casino Royale,https://www.dailyscript.com/scripts/Casino-Royale.pdf,pdf,casinoroyale,right_only,,,
,,Children of Men,https://www.dailyscript.com/scripts/children_of_men-script.pdf,pdf,childrenofmen,right_only,,,
,,Committed (filmed as Crazylove),https://www.dailyscript.com/scripts/Committed.pdf,pdf,committed(filmedascrazylove),right_only,,,
,,Committed (filmed as Crazy Love),https://www.dailyscript.com/scripts/crazy_love.html,html,committed(filmedascrazylove),right_only,,,
,,Conan,https://www.dailyscript.com/scripts/Conan-10-07-09.pdf,pdf,conan,right_only,,,
,,Conquest of Paradise: 1492,https://www.dailyscript.com/scripts/1492-ConquestOfParadise.txt,txt,conquestofparadise1492,right_only,,,
,,Conspiracy Theory,https://www.dailyscript.com/scripts/conspiracy-theory.html,html,conspiracytheory,right_only,,,
,,Cradle to the Grave,https://www.dailyscript.com/scripts/Cradle_to_the_Grave.pdf,pdf,cradletothegrave,right_only,,,
,,Crash (1996),https://www.dailyscript.com/scripts/Crash+(1996).txt,txt,crash(1996),right_only,,,
,,Crazy Love (was Committed),https://www.dailyscript.com/scripts/crazy_love.html,html,crazylove(wascommitted),right_only,,,
,,Crazylove (was Committed),https://www.dailyscript.com/scripts/Committed.pdf,pdf,crazylove(wascommitted),right_only,,,
,,Cross of Iron,https://www.dailyscript.com/scripts/Cross-of-Iron-script.pdf,pdf,crossofiron,right_only,,,
,,Crow 3: Resurrection,https://www.dailyscript.com/scripts/TheCrow3_unproduced.txt,txt,crow3resurrection,right_only,,,
,,Curse of the Cat People,https://www.dailyscript.com/scripts/cursecat.htm,htm,curseofthecatpeople,right_only,,,
,,Dark Angel - Pilot,https://www.dailyscript.com/scripts/DarkAngel.txt,txt,darkangelpilot,right_only,,,
,,Dark City�,https://www.dailyscript.com/scripts/dark-city_early-rewrite.html,html,darkcity�,right_only,,,
,,Deliverance,https://www.dailyscript.com/scripts/deliverance.pdf,pdf,deliverance,right_only,,,
,,Demolition Man,https://www.dailyscript.com/scripts/demolition-man_lenkov.html,html,demolitionman,right_only,,,
,,Doctor Zhivago,https://www.dailyscript.com/scripts/drzhivago.pdf,pdf,doctorzhivago,right_only,,,
,,Domino,https://www.dailyscript.com/scripts/domino.html,html,domino,right_only,,,
,,Doom,https://www.dailyscript.com/scripts/Doom.pdf,pdf,doom,right_only,,,
,,Downsizing,https://www.dailyscript.com/scripts/downsizing.pdf,pdf,downsizing,right_only,,,
,,Duchess,https://www.dailyscript.com/scripts/Final_Duchess_with_Cover.pdf,pdf,duchess,right_only,,,
,,Dunkirk,https://www.dailyscript.com/scripts/Dunkirk.pdf,pdf,dunkirk,right_only,,,
,,Eight Legged Freaks (Originally Titled Arac Attack),https://www.dailyscript.com/scripts/arac_attack.pdf,pdf,eightleggedfreaks(originallytitledaracattack),right_only,,,
,,Eight Millimeter,https://www.dailyscript.com/scripts/eight-millimeter.html,html,eightmillimeter,right_only,,,
,,Eight Scenes from the life of Hank Williams,https://www.dailyscript.com/scripts/Eight%20Scenes%20From%20The%20Life%20Of%20Hank%20Williams%20(Unproduced).txt,txt,eightscenesfromthelifeofhankwilliams,right_only,,,
,,El Cantante,https://www.dailyscript.com/scripts/El-Cantante-script.pdf,pdf,elcantante,right_only,,,
,,Elf,https://www.dailyscript.com/scripts/elf.html,html,elf,right_only,,,
,,Elizabethtown,https://www.dailyscript.com/scripts/Elizabethtown.pdf,pdf,elizabethtown,right_only,,,
,,El Laberinto del Fauno,https://www.dailyscript.com/scripts/PansLabyrinthEnglishScreenplay.pdf,pdf,ellaberintodelfauno,right_only,,,
,,Elle,https://www.dailyscript.com/scripts/elle_screenplay.pdf,pdf,elle,right_only,,,
,,Empire of the Sun,https://www.dailyscript.com/scripts/EmpireoftheSun.pdf,pdf,empireofthesun,right_only,,,
,,Equity,https://www.dailyscript.com/scripts/equity_screenplay.pdf,pdf,equity,right_only,,,
,,Face/Off,https://www.dailyscript.com/scripts/faceoff_early.html,html,face/off,right_only,,,
,,Fallen,https://www.dailyscript.com/scripts/Fallen.pdf,pdf,fallen,right_only,,,
,,Far From The Maddening Crowd,https://www.dailyscript.com/scripts/Far-From-The-Maddening-Crowd.pdf,pdf,farfromthemaddeningcrowd,right_only,,,
,,Feast - early draft,https://www.dailyscript.com/scripts/Feast%20-%20Early%20Draft.txt,txt,feastearlydraft,right_only,,,
,,Feast - revised draft,https://www.dailyscript.com/scripts/Feast%20-%20Revised%20Draft.txt,txt,feastreviseddraft,right_only,,,
,,Fences,https://www.dailyscript.com/scripts/fences.pdf,pdf,fences,right_only,,,
,,Fifty Violins (filmed as Music of the Heart),https://www.dailyscript.com/scripts/Music%20Of%20The%20Heart.txt,txt,fiftyviolins(filmedasmusicoftheheart),right_only,,,
,,Final Analysis,https://www.dailyscript.com/scripts/finalanalysis.pdf,pdf,finalanalysis,right_only,,,
,,First Man (written as Armstrong),https://www.dailyscript.com/scripts/first-man-2018.pdf,pdf,firstman(writtenasarmstrong),right_only,,,
,,Five Feet and Rising,https://www.dailyscript.com/scripts/fivefeetandrising.html,html,fivefeetandrising,right_only,,,
,,Flight Plan,https://www.dailyscript.com/scripts/flightplan.html,html,flightplan,right_only,,,
,,Forbidden Planet,https://www.dailyscript.com/scripts/Forbidden-Planet.pdf,pdf,forbiddenplanet,right_only,,,
,,Ford Fairlane (The Adventures of Ford Fairlane),https://www.dailyscript.com/scripts/ford-fairlane_early.html,html,fordfairlane(theadventuresoffordfairlane),right_only,,,
,,Foundation,https://www.dailyscript.com/scripts/FOUNDATION_Vintar_%202004.pdf,pdf,foundation,right_only,,,
,,Frankenstein (1994),https://www.dailyscript.com/scripts/Frankenstein+(1994).txt,txt,frankenstein(1994),right_only,,,
